"","sp1_common","sp1_scientific","sp1_tax_res","sp1_tax_group","sp1_lifestage","sp2_common","sp2_scientific","sp2_tax_res","sp2_tax_group","sp2_lifestage","effect_sp1_on_sp2","effect_sp2_on_sp1","interaction","interaction_strength","interaction_freq_count","interaction_freq_percent","time_of_year","year","elevation","vertical_strata","latitude","longitude","location_description","habitat_description","source_citation","source_URL","text_excerpt_occ","text_excerpt_ixn","raw_data","name_changes","other_sp1","comments","occ_freq","raw_data_ID","sp1_gbif","sp2_gbif"
"6468","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.3338723136,-83.952964486,"positional accuracy = 232 m",NA,NA,"https://www.inaturalist.org/observations/257232158",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6469","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.3338723136,-83.952964486,"positional accuracy = 232 m",NA,NA,"https://www.inaturalist.org/observations/257232149",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6470","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4520625,-84.0135455,"positional accuracy = 3678 m",NA,NA,"https://www.inaturalist.org/observations/257200927",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6471","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2019,NA,NA,10.2681981354,-84.0277172413,"positional accuracy = 33017 m",NA,NA,"https://www.inaturalist.org/observations/257136872",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6472","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4314258886,-84.0055586494,"positional accuracy = 328 m",NA,NA,"https://www.inaturalist.org/observations/256999193",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6473","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.2085702,-84.0205802,"positional accuracy = 9954 m",NA,NA,"https://www.inaturalist.org/observations/256714426",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6474","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4130433333,-84.1265066667,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/256462196",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6475","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4130933333,-84.1263016667,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/256456189",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6476","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2015,NA,NA,9.9732959331,-84.0932245468,"positional accuracy = 97 m",NA,NA,"https://www.inaturalist.org/observations/255576297",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6477","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4306722222,-84.0034083333,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/255366952",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6478","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4359055556,-84.0056277778,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/255309942",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6479","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2024,NA,NA,10.4304179846,-84.0057984026,"positional accuracy = 2108 m",NA,NA,"https://www.inaturalist.org/observations/254064694",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6480","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2022,NA,NA,10.4301820043,-84.0077778426,"positional accuracy = 61 m",NA,NA,"https://www.inaturalist.org/observations/253084861",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6481","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November",2024,NA,NA,10.450416435,-84.0680803112,"positional accuracy = 35 m",NA,NA,"https://www.inaturalist.org/observations/252401272",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6482","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2016,NA,NA,10.4312535275,-84.0031980238,"positional accuracy = 150 m",NA,NA,"https://www.inaturalist.org/observations/249434300",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6483","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2016,NA,NA,10.4294458063,-84.0095706108,"positional accuracy = 685 m",NA,NA,"https://www.inaturalist.org/observations/246019814",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6484","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/243851085",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6485","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",2016,NA,NA,10.448961285,-84.0690255438,"positional accuracy = 218 m",NA,NA,"https://www.inaturalist.org/observations/242747037",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6486","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August",2024,NA,NA,10.4294412704,-84.0085266817,"positional accuracy = 143 m",NA,NA,"https://www.inaturalist.org/observations/240248409",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6487","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2018,NA,NA,10.1697506973,-84.0395470957,"positional accuracy = 7218 m",NA,NA,"https://www.inaturalist.org/observations/240115128",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6488","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4857266953,-83.9963650882,"positional accuracy = 19751 m",NA,NA,"https://www.inaturalist.org/observations/239343757",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6489","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2010,NA,NA,10.0888552269,-84.0063683298,"positional accuracy = 184620 m",NA,NA,"https://www.inaturalist.org/observations/237022085",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6490","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",2024,NA,NA,10.4303033425,-84.0063594212,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/235451380",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6491","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",2024,NA,NA,10.4537738878,-84.067416907,"positional accuracy = 9 m",NA,NA,"https://www.inaturalist.org/observations/233713495",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6492","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",2024,NA,NA,10.4540383333,-84.0674055,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/232683754",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6493","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/231104346",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6494","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/230163451",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6495","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4347520469,-84.0051124969,"positional accuracy = 106 m",NA,NA,"https://www.inaturalist.org/observations/228689937",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6496","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/225704869",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6497","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4346777778,-84.0043555556,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/225412994",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6498","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4645472579,-84.0446865422,"positional accuracy = 3319 m",NA,NA,"https://www.inaturalist.org/observations/224993601",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6499","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2023,NA,NA,10.4437717711,-84.0058251098,"positional accuracy = 6 m",NA,NA,"https://www.inaturalist.org/observations/224754217",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6500","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2018,NA,NA,10.41733,-84.12461,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/224384645",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6501","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4331660918,-84.0043441951,"positional accuracy = 309 m",NA,NA,"https://www.inaturalist.org/observations/223407767",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6502","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 365 m",NA,NA,"https://www.inaturalist.org/observations/223404404",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6503","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.4346716667,-84.00431945,"positional accuracy = 3 m",NA,NA,"https://www.inaturalist.org/observations/223278218",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6504","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June",2024,NA,NA,10.5423666107,-83.8881093264,"positional accuracy = 62 m",NA,NA,"https://www.inaturalist.org/observations/222869111",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6505","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/220924467",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6506","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.4508435662,-84.0697148594,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/220481466",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6507","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.484677,-83.937412,"positional accuracy = 16911 m",NA,NA,"https://www.inaturalist.org/observations/219796087",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6508","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.484677,-83.937412,"positional accuracy = 16911 m",NA,NA,"https://www.inaturalist.org/observations/219795904",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6509","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.4314783333,-84.0059361167,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/219112644",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6510","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.434251643,-84.0053062283,"positional accuracy = 494 m",NA,NA,"https://www.inaturalist.org/observations/217935468",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6511","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.4326216667,-84.0049222167,"positional accuracy = 3 m",NA,NA,"https://www.inaturalist.org/observations/217932923",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6512","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2024,NA,NA,10.4232670217,-84.0220300108,"positional accuracy = 4302 m",NA,NA,"https://www.inaturalist.org/observations/216696741",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6513","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 601 m",NA,NA,"https://www.inaturalist.org/observations/215392389",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6514","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/212621441",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6515","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4312966667,-84.00580555,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/212280808",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6516","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4306787909,-84.0063149717,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/211881688",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6517","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2016,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/210641720",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6518","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2016,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/210641638",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6519","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/208294838",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6520","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4232682,-84.0220298,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/208294837",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6521","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2021,NA,NA,10.4506823313,-84.0716284141,"positional accuracy = 338 m",NA,NA,"https://www.inaturalist.org/observations/203963587",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6522","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/203660716",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6523","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/203063969",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6524","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.3372821746,-83.9534368808,"positional accuracy = 977 m",NA,NA,"https://www.inaturalist.org/observations/203042970",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6525","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4331846037,-84.0067709743,"positional accuracy = 488 m",NA,NA,"https://www.inaturalist.org/observations/202831934",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6526","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4313616667,-84.0058361167,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202528391",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6527","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.431245,-84.0058888833,"positional accuracy = 5 m",NA,NA,"https://www.inaturalist.org/observations/202527943",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6528","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4313416667,-84.0058666667,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202478550",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6529","Trans-Andean Three-toed Sloth","Bradypus variegatus ephippiger","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4312883333,-84.0057916667,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202478457",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus ephippiger",NA
"6530","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4312454552,-84.004010995,"positional accuracy = 43 m",NA,NA,"https://www.inaturalist.org/observations/202457705",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6531","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4313633333,-84.0058527833,"positional accuracy = 6 m",NA,NA,"https://www.inaturalist.org/observations/202440631",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6532","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4481366667,-84.1197138333,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202268973",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6533","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4296836305,-84.0072669797,"positional accuracy = 744 m",NA,NA,"https://www.inaturalist.org/observations/202085674",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6534","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4330236874,-84.0023136701,"positional accuracy = 321 m",NA,NA,"https://www.inaturalist.org/observations/202085378",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6535","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.3323719,-84.0112114,"positional accuracy = 28 m",NA,NA,"https://www.inaturalist.org/observations/201597323",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6536","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2012,NA,NA,10.4311888889,-84.0036305556,"positional accuracy = 1 m",NA,NA,"https://www.inaturalist.org/observations/199934924",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6537","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2018,NA,NA,10.4164997842,-84.1239729585,"positional accuracy = 100 m",NA,NA,"https://www.inaturalist.org/observations/199685171",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6538","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2022,NA,NA,10.3246132634,-83.9502262329,"positional accuracy = 634 m",NA,NA,"https://www.inaturalist.org/observations/199332536",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6539","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4175545195,-84.1271185969,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/199296846",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6540","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.43133321,-84.00476702,"positional accuracy = 7 m",NA,NA,"https://www.inaturalist.org/observations/198730138",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6541","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4600637446,-83.9716660391,"positional accuracy = 8735 m",NA,NA,"https://www.inaturalist.org/observations/198701559",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6542","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4565216667,-84.0242305,"positional accuracy = 8 m",NA,NA,"https://www.inaturalist.org/observations/198652747",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6543","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.143471927,-84.0782553789,"positional accuracy = 171169 m",NA,NA,"https://www.inaturalist.org/observations/197410916",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6544","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2023,NA,NA,10.448695657,-84.0684511495,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/197406731",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
"6545","Brown-throated Three-toed Sloth","Bradypus variegatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.2892333333,-83.9251116667,"positional accuracy = 6 m",NA,NA,"https://www.inaturalist.org/observations/197036082",NA,NA,NA,NA,NA,NA,NA,NA,"Bradypus variegatus",NA
